age,gender,category,state,occupation,annual_income,disability,is_minority,scheme_id,eligible
60,Female,SC,Kerala,Farmer,376552,No,Yes,S124,No
18,Female,ST,Tamil Nadu,Farmer,565587,Yes,No,S140,No
53,Female,SC,Karnataka,Farmer,450540,Yes,Yes,S082,No
67,Female,ST,Karnataka,Unemployed,271091,No,Yes,S090,No
78,Male,General,Andhra Pradesh,Senior Citizen,531222,Yes,No,S037,No
67,Female,General,Kerala,Student,212738,No,No,S131,Yes
37,Male,ST,Telangana,Farmer,128532,No,No,S021,Yes
79,Female,SC,Kerala,Government Employee,374271,Yes,Yes,S107,No
42,Male,OBC,Telangana,Student,370897,No,No,S004,No
30,Male,SC,Maharashtra,Private Employee,119861,No,No,S083,Yes
34,Male,ST,Maharashtra,Student,50998,Yes,No,S012,Yes
47,Male,General,Karnataka,Student,150910,No,Yes,S067,Yes
31,Female,ST,Telangana,Student,79825,No,No,S100,Yes
33,Female,General,Tamil Nadu,Farmer,487664,No,Yes,S046,Yes
61,Female,General,Andhra Pradesh,Senior Citizen,405531,No,Yes,S080,No
37,Male,General,Kerala,Unemployed,209453,Yes,Yes,S057,No
72,Male,OBC,Telangana,Senior Citizen,370447,No,Yes,S034,No
24,Female,ST,Andhra Pradesh,Farmer,75223,Yes,No,S013,Yes
77,Male,SC,Kerala,Private Employee,60253,Yes,No,S070,No
30,Female,SC,Telangana,Farmer,413348,Yes,No,S067,No
30,Male,ST,Telangana,Government Employee,523535,No,Yes,S120,No
69,Female,General,Kerala,Senior Citizen,593982,No,Yes,S021,No
33,Female,General,Telangana,Private Employee,472352,No,No,S017,No
38,Female,ST,Kerala,Private Employee,83600,No,No,S146,Yes
63,Female,General,Andhra Pradesh,Senior Citizen,197264,No,Yes,S133,Yes
75,Male,SC,Kerala,Unemployed,136352,No,Yes,S002,Yes
46,Female,General,Andhra Pradesh,Government Employee,306688,Yes,Yes,S037,No
19,Male,General,Tamil Nadu,Private Employee,530336,Yes,No,S087,No
71,Male,General,Telangana,Senior Citizen,355070,Yes,No,S050,No
19,Male,ST,Telangana,Unemployed,113923,No,Yes,S125,Yes
54,Female,ST,Kerala,Government Employee,148438,Yes,Yes,S146,No
58,Male,General,Telangana,Government Employee,544728,No,No,S036,No
58,Female,ST,Maharashtra,Student,389983,Yes,No,S049,No
34,Female,SC,Andhra Pradesh,Government Employee,247838,No,Yes,S068,Yes
64,Male,SC,Andhra Pradesh,Government Employee,430460,No,No,S039,No
33,Female,SC,Telangana,Unemployed,317758,No,No,S078,No
78,Male,OBC,Telangana,Farmer,381534,Yes,Yes,S150,No
23,Female,ST,Andhra Pradesh,Farmer,250752,No,No,S056,No
61,Female,OBC,Andhra Pradesh,Government Employee,217301,Yes,No,S017,Yes
57,Male,General,Tamil Nadu,Senior Citizen,470651,No,Yes,S027,No
77,Female,General,Maharashtra,Private Employee,591727,Yes,No,S001,No
26,Female,SC,Tamil Nadu,Senior Citizen,428314,Yes,Yes,S058,Yes
45,Male,General,Andhra Pradesh,Farmer,548081,Yes,Yes,S138,No
50,Male,OBC,Telangana,Government Employee,133186,Yes,Yes,S034,Yes
58,Male,SC,Maharashtra,Government Employee,493100,No,No,S148,Yes
40,Male,General,Karnataka,Unemployed,296529,Yes,Yes,S002,Yes
24,Male,OBC,Maharashtra,Government Employee,137736,No,Yes,S103,Yes
22,Male,ST,Kerala,Senior Citizen,182948,No,No,S095,Yes
33,Male,ST,Maharashtra,Student,330966,Yes,No,S101,No
47,Male,SC,Andhra Pradesh,Government Employee,233763,No,No,S068,Yes
21,Male,SC,Maharashtra,Student,588217,Yes,No,S055,No
27,Female,ST,Tamil Nadu,Senior Citizen,104763,Yes,No,S089,Yes
68,Female,ST,Tamil Nadu,Student,53206,No,Yes,S036,Yes
63,Male,ST,Tamil Nadu,Government Employee,147894,No,Yes,S036,Yes
22,Male,General,Kerala,Farmer,143121,Yes,No,S142,Yes
68,Male,ST,Tamil Nadu,Senior Citizen,353398,No,Yes,S008,No
20,Female,SC,Maharashtra,Farmer,520959,Yes,No,S042,No
52,Male,General,Telangana,Private Employee,256016,Yes,No,S063,Yes
69,Female,General,Maharashtra,Government Employee,450888,No,No,S119,No
22,Male,General,Tamil Nadu,Private Employee,263527,No,No,S130,Yes
28,Female,General,Andhra Pradesh,Government Employee,204356,Yes,Yes,S090,Yes
46,Male,OBC,Telangana,Private Employee,359999,No,Yes,S027,No
39,Female,OBC,Tamil Nadu,Student,92453,Yes,No,S085,Yes
53,Female,SC,Maharashtra,Student,431581,Yes,No,S091,No
59,Male,SC,Karnataka,Private Employee,223910,Yes,Yes,S139,No
55,Female,SC,Tamil Nadu,Government Employee,311927,Yes,No,S103,No
62,Male,General,Telangana,Government Employee,416839,No,No,S053,No
42,Male,General,Telangana,Private Employee,175702,No,No,S128,Yes
78,Female,OBC,Maharashtra,Student,290173,No,Yes,S114,No
73,Male,SC,Tamil Nadu,Unemployed,584968,Yes,Yes,S053,No
18,Male,SC,Tamil Nadu,Student,530085,Yes,Yes,S124,No
37,Male,SC,Telangana,Senior Citizen,599598,Yes,No,S095,No
47,Female,ST,Tamil Nadu,Farmer,519213,Yes,No,S118,No
58,Female,General,Telangana,Unemployed,64922,Yes,Yes,S110,Yes
74,Male,General,Tamil Nadu,Senior Citizen,514205,No,No,S125,No
64,Female,General,Maharashtra,Farmer,452250,No,No,S112,No
50,Male,General,Andhra Pradesh,Farmer,196090,No,No,S102,Yes
46,Male,General,Andhra Pradesh,Private Employee,278716,No,Yes,S012,No
48,Male,OBC,Karnataka,Senior Citizen,468727,Yes,No,S039,No
29,Female,SC,Andhra Pradesh,Private Employee,125555,Yes,No,S102,Yes
37,Female,OBC,Kerala,Senior Citizen,431059,No,No,S035,No
49,Female,SC,Tamil Nadu,Private Employee,550041,Yes,No,S069,No
46,Female,OBC,Telangana,Senior Citizen,283689,No,No,S140,No
32,Male,General,Telangana,Senior Citizen,485472,Yes,Yes,S066,No
62,Male,SC,Tamil Nadu,Senior Citizen,160176,Yes,Yes,S063,Yes
74,Female,OBC,Karnataka,Government Employee,531294,Yes,No,S038,No
66,Male,OBC,Tamil Nadu,Farmer,262883,Yes,Yes,S017,Yes
39,Female,OBC,Tamil Nadu,Senior Citizen,192836,Yes,Yes,S003,Yes
56,Male,General,Maharashtra,Unemployed,354360,Yes,No,S073,No
66,Female,SC,Maharashtra,Senior Citizen,218401,Yes,No,S092,No
42,Male,General,Karnataka,Student,288045,Yes,No,S032,Yes
23,Male,SC,Maharashtra,Farmer,313816,Yes,Yes,S075,No
63,Female,General,Karnataka,Government Employee,222637,Yes,No,S080,No
71,Female,OBC,Kerala,Private Employee,167803,No,Yes,S042,No
56,Female,OBC,Andhra Pradesh,Senior Citizen,229017,No,No,S050,No
77,Female,ST,Tamil Nadu,Government Employee,306157,Yes,No,S029,No
72,Female,SC,Karnataka,Senior Citizen,93665,Yes,No,S105,Yes
49,Male,General,Maharashtra,Government Employee,243192,No,Yes,S058,Yes
53,Male,SC,Maharashtra,Government Employee,199262,No,No,S122,Yes
78,Male,OBC,Karnataka,Private Employee,307322,No,Yes,S132,No
69,Female,SC,Tamil Nadu,Farmer,321141,Yes,Yes,S094,No
46,Male,OBC,Maharashtra,Farmer,558272,No,Yes,S092,No
27,Male,OBC,Tamil Nadu,Student,506522,Yes,Yes,S014,No
70,Male,General,Tamil Nadu,Student,483418,No,Yes,S084,No
62,Female,ST,Maharashtra,Senior Citizen,107575,Yes,Yes,S051,No
62,Female,General,Karnataka,Government Employee,211754,Yes,No,S041,Yes
73,Male,SC,Tamil Nadu,Unemployed,584968,Yes,Yes,S149,No
59,Male,General,Telangana,Senior Citizen,220277,No,No,S044,No
42,Male,ST,Karnataka,Private Employee,381280,Yes,No,S040,No
76,Male,SC,Maharashtra,Government Employee,392975,No,Yes,S132,No
36,Male,General,Maharashtra,Unemployed,357623,Yes,Yes,S111,No
58,Female,General,Kerala,Senior Citizen,556502,No,No,S099,No
19,Female,SC,Tamil Nadu,Senior Citizen,470217,Yes,No,S111,No
39,Male,General,Karnataka,Senior Citizen,384665,Yes,Yes,S128,No
44,Female,General,Kerala,Student,358549,No,Yes,S147,No
62,Female,OBC,Kerala,Student,344238,No,Yes,S047,No
54,Male,SC,Tamil Nadu,Senior Citizen,583129,No,Yes,S088,No
54,Male,ST,Maharashtra,Farmer,113677,Yes,Yes,S146,No
40,Male,SC,Tamil Nadu,Farmer,291788,No,Yes,S083,Yes
24,Male,OBC,Andhra Pradesh,Private Employee,249819,No,No,S124,No
32,Female,OBC,Kerala,Senior Citizen,475510,Yes,No,S150,No
28,Male,ST,Andhra Pradesh,Private Employee,339727,Yes,No,S055,Yes
67,Male,General,Karnataka,Unemployed,433808,No,No,S031,No
75,Male,ST,Karnataka,Unemployed,420183,No,No,S092,No
72,Female,SC,Maharashtra,Farmer,241519,Yes,No,S024,No
46,Male,OBC,Maharashtra,Farmer,403487,No,Yes,S072,Yes
22,Male,General,Telangana,Senior Citizen,267556,No,No,S126,No
45,Female,SC,Andhra Pradesh,Government Employee,578793,Yes,Yes,S046,No
74,Male,General,Karnataka,Private Employee,346566,Yes,Yes,S087,No
80,Male,OBC,Telangana,Farmer,405399,No,No,S041,No
76,Female,General,Karnataka,Government Employee,296439,Yes,No,S099,No
29,Female,ST,Karnataka,Private Employee,181552,No,Yes,S115,Yes
77,Male,SC,Tamil Nadu,Farmer,379721,Yes,Yes,S124,No
63,Male,General,Maharashtra,Private Employee,85121,Yes,Yes,S017,Yes
46,Female,OBC,Maharashtra,Student,531009,No,Yes,S073,No
44,Male,SC,Maharashtra,Farmer,487799,No,Yes,S079,No
47,Female,SC,Tamil Nadu,Student,286824,No,No,S072,Yes
40,Female,SC,Andhra Pradesh,Government Employee,139775,Yes,No,S068,Yes
34,Male,ST,Telangana,Student,219253,No,No,S073,No
21,Female,OBC,Tamil Nadu,Student,243196,No,Yes,S015,Yes
31,Female,OBC,Andhra Pradesh,Farmer,239624,No,No,S005,Yes
76,Female,ST,Kerala,Farmer,458467,No,No,S087,No
44,Male,SC,Andhra Pradesh,Government Employee,494226,Yes,No,S065,No
70,Male,OBC,Maharashtra,Private Employee,581338,No,No,S078,No
64,Female,SC,Andhra Pradesh,Student,277215,No,No,S025,No
31,Female,ST,Kerala,Farmer,215288,No,Yes,S073,No
69,Male,OBC,Andhra Pradesh,Unemployed,416230,No,No,S100,No
53,Male,OBC,Tamil Nadu,Senior Citizen,91284,No,Yes,S100,Yes
48,Male,SC,Tamil Nadu,Senior Citizen,132382,No,Yes,S066,Yes
35,Female,General,Tamil Nadu,Senior Citizen,543482,No,Yes,S070,No
80,Female,General,Telangana,Student,395073,Yes,No,S017,No
43,Male,General,Tamil Nadu,Senior Citizen,450702,Yes,Yes,S109,No
39,Male,General,Andhra Pradesh,Student,289938,No,Yes,S150,No
74,Male,General,Telangana,Government Employee,394036,Yes,No,S012,No
45,Female,SC,Andhra Pradesh,Senior Citizen,369299,Yes,Yes,S114,No
38,Male,SC,Tamil Nadu,Government Employee,236294,Yes,No,S114,No
78,Female,SC,Karnataka,Senior Citizen,267556,Yes,Yes,S052,No
52,Female,OBC,Kerala,Government Employee,267181,Yes,No,S061,No
58,Female,SC,Andhra Pradesh,Student,439033,Yes,Yes,S093,Yes
38,Male,OBC,Kerala,Unemployed,183149,No,No,S146,Yes
72,Female,ST,Andhra Pradesh,Government Employee,342408,Yes,Yes,S025,No
44,Female,OBC,Andhra Pradesh,Senior Citizen,286686,No,Yes,S087,No
37,Male,SC,Tamil Nadu,Student,98851,Yes,No,S074,Yes
74,Female,SC,Maharashtra,Student,356841,Yes,Yes,S078,No
58,Female,OBC,Telangana,Farmer,303969,No,Yes,S130,No
20,Female,SC,Tamil Nadu,Unemployed,506780,Yes,Yes,S037,No
74,Male,General,Kerala,Government Employee,452027,No,No,S010,No
77,Male,OBC,Tamil Nadu,Private Employee,163158,Yes,No,S041,Yes
73,Male,ST,Andhra Pradesh,Government Employee,302410,No,Yes,S030,No
35,Female,General,Maharashtra,Government Employee,124107,Yes,Yes,S018,Yes
37,Female,OBC,Karnataka,Student,141861,No,Yes,S119,Yes
48,Male,General,Telangana,Unemployed,579303,No,Yes,S106,No
39,Male,ST,Maharashtra,Student,108086,No,Yes,S133,Yes
39,Female,General,Telangana,Senior Citizen,243355,Yes,No,S007,Yes
26,Female,OBC,Karnataka,Government Employee,292598,Yes,No,S141,No
61,Female,SC,Kerala,Private Employee,124538,Yes,No,S016,No
55,Male,SC,Tamil Nadu,Government Employee,157521,No,No,S140,No
79,Female,ST,Maharashtra,Government Employee,86725,No,Yes,S008,Yes
30,Male,General,Karnataka,Government Employee,567618,No,No,S092,No
37,Male,SC,Telangana,Unemployed,75314,No,Yes,S073,Yes
76,Female,OBC,Andhra Pradesh,Senior Citizen,426478,No,No,S047,No
58,Male,ST,Kerala,Government Employee,486754,Yes,Yes,S004,No
18,Male,General,Telangana,Farmer,331214,No,No,S138,No
24,Male,SC,Andhra Pradesh,Farmer,95084,No,Yes,S017,Yes
40,Female,ST,Kerala,Unemployed,367977,Yes,No,S069,No
25,Female,OBC,Telangana,Student,105752,No,No,S073,Yes
78,Female,SC,Karnataka,Senior Citizen,267556,Yes,Yes,S114,No
72,Female,OBC,Tamil Nadu,Government Employee,194689,Yes,Yes,S106,Yes
55,Male,General,Andhra Pradesh,Farmer,488098,No,Yes,S024,No
32,Male,OBC,Kerala,Farmer,354917,Yes,Yes,S074,No
30,Male,General,Kerala,Government Employee,255381,No,Yes,S104,No
80,Female,SC,Kerala,Private Employee,391461,Yes,No,S093,No
42,Female,OBC,Andhra Pradesh,Senior Citizen,75880,No,Yes,S077,Yes
80,Male,ST,Andhra Pradesh,Student,265408,Yes,Yes,S067,No
35,Male,SC,Telangana,Unemployed,333381,Yes,No,S045,No
69,Female,OBC,Kerala,Farmer,165670,No,No,S033,Yes
79,Female,OBC,Telangana,Farmer,253808,Yes,Yes,S147,No
72,Male,SC,Tamil Nadu,Unemployed,349768,No,No,S040,No
71,Female,ST,Maharashtra,Government Employee,92720,Yes,Yes,S035,Yes
47,Male,General,Karnataka,Student,150910,No,Yes,S096,Yes
71,Male,OBC,Tamil Nadu,Senior Citizen,167523,Yes,Yes,S033,Yes
28,Male,OBC,Tamil Nadu,Student,124538,Yes,Yes,S068,Yes
46,Female,General,Kerala,Private Employee,95217,Yes,No,S048,Yes
49,Female,General,Tamil Nadu,Unemployed,305855,Yes,No,S145,Yes
56,Male,General,Kerala,Private Employee,274145,Yes,No,S127,No
73,Male,SC,Tamil Nadu,Private Employee,52745,No,No,S107,No
30,Female,SC,Telangana,Unemployed,63227,No,No,S089,Yes
56,Male,General,Karnataka,Government Employee,109513,Yes,No,S141,Yes
64,Female,ST,Tamil Nadu,Senior Citizen,337546,No,No,S027,No
22,Female,General,Maharashtra,Private Employee,547725,Yes,No,S077,No
30,Male,General,Kerala,Government Employee,306482,No,Yes,S117,No
56,Female,ST,Tamil Nadu,Senior Citizen,598501,No,Yes,S038,No
21,Male,SC,Andhra Pradesh,Private Employee,79711,No,Yes,S086,Yes
71,Male,General,Karnataka,Farmer,99541,Yes,No,S087,Yes
67,Male,SC,Tamil Nadu,Private Employee,491421,Yes,Yes,S087,No
46,Male,General,Andhra Pradesh,Private Employee,367083,Yes,Yes,S123,Yes
30,Male,SC,Andhra Pradesh,Student,253571,Yes,Yes,S049,No
21,Male,OBC,Kerala,Government Employee,218800,Yes,No,S147,Yes
71,Male,ST,Maharashtra,Private Employee,357711,No,No,S075,No
22,Female,ST,Karnataka,Unemployed,99726,No,No,S100,Yes
24,Female,General,Telangana,Unemployed,59646,Yes,Yes,S145,Yes
74,Female,General,Tamil Nadu,Government Employee,243207,Yes,No,S035,Yes
60,Female,General,Telangana,Senior Citizen,590817,No,No,S004,No
26,Male,SC,Andhra Pradesh,Unemployed,119926,Yes,No,S034,Yes
51,Female,SC,Telangana,Government Employee,426868,No,Yes,S043,No
71,Male,ST,Karnataka,Unemployed,443367,Yes,Yes,S022,No
24,Female,ST,Tamil Nadu,Private Employee,283660,Yes,No,S016,Yes
24,Female,OBC,Telangana,Student,480878,No,No,S098,No
62,Male,SC,Maharashtra,Farmer,207819,Yes,Yes,S129,No
49,Female,General,Telangana,Senior Citizen,512588,Yes,No,S130,No
66,Male,SC,Telangana,Private Employee,364165,No,No,S008,No
58,Male,SC,Maharashtra,Government Employee,493100,No,No,S143,No
64,Male,General,Andhra Pradesh,Farmer,59931,Yes,Yes,S112,Yes
50,Male,General,Telangana,Farmer,406663,No,Yes,S014,No
60,Male,ST,Maharashtra,Student,250517,No,No,S059,No
26,Male,OBC,Tamil Nadu,Unemployed,522238,Yes,No,S019,No
59,Female,OBC,Andhra Pradesh,Unemployed,183341,Yes,Yes,S144,Yes
19,Female,ST,Telangana,Senior Citizen,251643,No,Yes,S110,Yes
55,Female,OBC,Kerala,Government Employee,75560,No,No,S078,Yes
74,Female,ST,Maharashtra,Government Employee,545993,No,No,S013,No
80,Male,ST,Andhra Pradesh,Government Employee,444956,No,Yes,S037,No
61,Female,OBC,Telangana,Farmer,339031,Yes,No,S093,Yes
74,Female,OBC,Kerala,Government Employee,231756,Yes,Yes,S038,No
41,Female,SC,Maharashtra,Government Employee,99441,No,Yes,S103,Yes
31,Female,ST,Tamil Nadu,Farmer,422967,No,Yes,S121,No
18,Female,OBC,Tamil Nadu,Farmer,560706,No,Yes,S092,No
23,Male,SC,Maharashtra,Farmer,313816,Yes,Yes,S109,No
53,Female,OBC,Andhra Pradesh,Government Employee,149010,No,No,S033,Yes
74,Female,SC,Maharashtra,Student,356841,Yes,Yes,S013,No
33,Female,General,Andhra Pradesh,Government Employee,457152,Yes,Yes,S146,No
41,Female,SC,Telangana,Farmer,81624,Yes,Yes,S101,Yes
77,Female,ST,Andhra Pradesh,Senior Citizen,452873,No,No,S123,Yes
21,Female,OBC,Tamil Nadu,Private Employee,284847,No,Yes,S064,Yes
44,Female,ST,Karnataka,Unemployed,519889,No,Yes,S126,No
25,Female,ST,Tamil Nadu,Private Employee,286747,Yes,No,S093,Yes
67,Male,SC,Andhra Pradesh,Government Employee,321926,Yes,No,S057,No
23,Male,SC,Maharashtra,Farmer,313816,Yes,Yes,S120,No
22,Male,General,Karnataka,Senior Citizen,379499,No,No,S060,Yes
62,Male,SC,Tamil Nadu,Government Employee,376091,Yes,No,S050,No
40,Female,SC,Maharashtra,Private Employee,475863,No,No,S113,No
64,Female,SC,Andhra Pradesh,Student,277215,No,No,S126,No
76,Female,General,Karnataka,Private Employee,465273,Yes,Yes,S118,No
48,Male,OBC,Kerala,Farmer,80423,Yes,Yes,S147,Yes
47,Male,ST,Karnataka,Senior Citizen,50457,No,No,S019,Yes
79,Male,SC,Telangana,Student,106400,Yes,Yes,S041,Yes
41,Male,General,Karnataka,Farmer,472977,No,Yes,S003,No
27,Male,SC,Kerala,Student,599902,Yes,Yes,S006,No
80,Female,SC,Kerala,Private Employee,510783,No,Yes,S099,No
63,Female,OBC,Tamil Nadu,Government Employee,93185,Yes,No,S005,Yes
19,Female,ST,Maharashtra,Unemployed,315831,No,No,S030,No
24,Female,ST,Andhra Pradesh,Farmer,75223,Yes,No,S083,Yes
49,Male,OBC,Karnataka,Student,126285,No,Yes,S113,Yes
64,Female,ST,Tamil Nadu,Senior Citizen,529459,No,No,S123,No
38,Male,SC,Maharashtra,Student,393491,No,Yes,S025,No
23,Female,ST,Maharashtra,Senior Citizen,360203,No,No,S081,No
66,Female,OBC,Tamil Nadu,Student,126110,Yes,Yes,S102,Yes
49,Female,OBC,Andhra Pradesh,Senior Citizen,293797,Yes,No,S031,No
19,Male,ST,Telangana,Unemployed,113923,No,Yes,S110,Yes
29,Female,OBC,Andhra Pradesh,Student,179606,No,Yes,S118,Yes
36,Male,ST,Telangana,Student,315619,Yes,No,S077,No
60,Male,SC,Karnataka,Private Employee,577582,No,Yes,S121,No
45,Male,General,Karnataka,Student,262612,No,No,S034,No
20,Male,ST,Andhra Pradesh,Unemployed,324805,No,Yes,S053,Yes
65,Male,SC,Maharashtra,Government Employee,485705,Yes,No,S048,No
64,Female,SC,Kerala,Farmer,299755,Yes,No,S027,No
68,Male,ST,Maharashtra,Senior Citizen,92656,No,No,S073,No
58,Female,ST,Maharashtra,Student,252452,Yes,Yes,S139,No
43,Male,SC,Maharashtra,Government Employee,146050,Yes,No,S082,Yes
50,Female,General,Kerala,Farmer,386261,Yes,Yes,S118,No
57,Female,ST,Kerala,Student,409123,Yes,No,S132,No
61,Female,SC,Kerala,Private Employee,124538,Yes,No,S055,Yes
28,Female,ST,Telangana,Private Employee,253554,No,No,S035,Yes
60,Female,OBC,Maharashtra,Unemployed,145859,No,Yes,S071,Yes
49,Female,OBC,Maharashtra,Government Employee,504014,Yes,Yes,S132,No
35,Male,OBC,Karnataka,Student,155833,No,No,S092,No
70,Female,ST,Telangana,Senior Citizen,240893,Yes,No,S075,Yes
49,Male,SC,Kerala,Unemployed,498016,No,No,S006,No
38,Male,OBC,Andhra Pradesh,Student,477794,No,Yes,S078,No
78,Female,General,Andhra Pradesh,Private Employee,323197,No,No,S148,No
54,Male,General,Telangana,Private Employee,165257,Yes,Yes,S143,No
71,Female,SC,Telangana,Government Employee,468158,No,No,S116,No
53,Female,General,Andhra Pradesh,Government Employee,426574,Yes,Yes,S024,No
18,Male,ST,Maharashtra,Farmer,203047,No,Yes,S143,Yes
37,Male,OBC,Karnataka,Senior Citizen,556419,No,Yes,S062,No
72,Female,General,Tamil Nadu,Farmer,596015,Yes,Yes,S016,No
66,Female,General,Karnataka,Student,290947,No,Yes,S079,No
46,Female,General,Karnataka,Unemployed,444468,No,Yes,S002,Yes
42,Male,General,Telangana,Private Employee,175702,No,No,S029,Yes
52,Male,OBC,Tamil Nadu,Private Employee,243561,No,Yes,S105,No
40,Male,ST,Tamil Nadu,Government Employee,362002,No,No,S046,Yes
66,Male,OBC,Andhra Pradesh,Student,97011,Yes,Yes,S077,Yes
33,Male,SC,Kerala,Student,153581,No,Yes,S116,Yes
76,Female,ST,Kerala,Farmer,458467,No,No,S002,Yes
32,Male,SC,Kerala,Senior Citizen,217854,Yes,Yes,S012,No
75,Male,SC,Andhra Pradesh,Farmer,158726,Yes,Yes,S061,No
43,Female,ST,Tamil Nadu,Student,529606,Yes,Yes,S024,No
60,Female,SC,Tamil Nadu,Student,241555,No,No,S047,No
18,Female,ST,Tamil Nadu,Government Employee,89630,Yes,No,S076,No
18,Male,ST,Telangana,Government Employee,255511,No,Yes,S041,Yes
39,Female,General,Tamil Nadu,Government Employee,397560,Yes,Yes,S133,No
51,Female,SC,Karnataka,Government Employee,491632,Yes,Yes,S002,Yes
60,Female,SC,Andhra Pradesh,Unemployed,481431,No,Yes,S083,No
63,Female,OBC,Karnataka,Government Employee,417078,No,Yes,S026,No
52,Male,ST,Kerala,Unemployed,122510,No,No,S013,Yes
47,Male,OBC,Maharashtra,Government Employee,223427,Yes,Yes,S104,No
63,Female,SC,Telangana,Farmer,524724,Yes,No,S074,No
55,Female,OBC,Kerala,Farmer,390020,No,No,S149,No
67,Male,General,Kerala,Private Employee,102888,Yes,No,S066,Yes
46,Female,General,Tamil Nadu,Farmer,190757,Yes,Yes,S072,Yes
68,Female,SC,Telangana,Senior Citizen,337762,No,No,S006,No
34,Male,SC,Tamil Nadu,Government Employee,532789,Yes,No,S130,No
51,Female,SC,Telangana,Student,594934,No,No,S115,No
63,Male,SC,Maharashtra,Student,342585,No,No,S037,No
53,Male,SC,Tamil Nadu,Farmer,415781,Yes,No,S112,No
40,Female,SC,Maharashtra,Private Employee,475863,No,No,S150,No
73,Female,OBC,Kerala,Farmer,229397,No,Yes,S058,Yes
33,Male,General,Maharashtra,Private Employee,261313,No,No,S001,Yes
49,Female,SC,Andhra Pradesh,Student,473987,No,No,S119,No
21,Male,OBC,Karnataka,Private Employee,348024,No,Yes,S147,No
30,Male,OBC,Maharashtra,Unemployed,117175,No,Yes,S128,Yes
78,Female,OBC,Andhra Pradesh,Student,408008,Yes,No,S047,No
31,Male,ST,Tamil Nadu,Private Employee,526004,Yes,No,S083,No
68,Female,SC,Tamil Nadu,Government Employee,75429,No,Yes,S087,Yes
53,Female,SC,Tamil Nadu,Government Employee,268455,No,No,S141,No
28,Female,General,Telangana,Private Employee,256666,Yes,No,S071,Yes
49,Male,ST,Karnataka,Government Employee,288871,No,No,S123,Yes
18,Male,General,Maharashtra,Senior Citizen,472237,Yes,No,S067,No
33,Female,General,Kerala,Senior Citizen,282135,Yes,Yes,S045,No
26,Male,ST,Andhra Pradesh,Unemployed,418544,No,Yes,S021,No
49,Male,General,Tamil Nadu,Unemployed,253304,Yes,No,S123,Yes
57,Male,General,Karnataka,Government Employee,220849,Yes,No,S009,No
46,Male,OBC,Telangana,Private Employee,359999,No,Yes,S117,No
35,Female,ST,Karnataka,Farmer,487323,Yes,No,S101,No
44,Female,General,Kerala,Student,358549,No,Yes,S092,No
74,Male,SC,Andhra Pradesh,Unemployed,587255,Yes,Yes,S040,No
76,Male,General,Telangana,Private Employee,389895,No,Yes,S041,No
45,Male,General,Tamil Nadu,Private Employee,576822,No,Yes,S073,No
51,Male,OBC,Tamil Nadu,Farmer,300594,No,Yes,S025,No
63,Female,OBC,Telangana,Senior Citizen,217670,No,No,S012,No
31,Male,OBC,Maharashtra,Farmer,58865,Yes,Yes,S134,Yes
29,Female,ST,Kerala,Student,207192,Yes,Yes,S126,Yes
77,Male,General,Tamil Nadu,Student,426920,Yes,No,S111,No
65,Female,General,Tamil Nadu,Unemployed,459928,Yes,Yes,S051,No
21,Male,ST,Kerala,Private Employee,511867,Yes,Yes,S139,No
70,Female,ST,Kerala,Senior Citizen,202739,Yes,No,S137,No
61,Male,General,Maharashtra,Farmer,461673,Yes,Yes,S084,No
32,Female,SC,Tamil Nadu,Unemployed,202092,No,Yes,S027,No
71,Male,SC,Tamil Nadu,Student,64400,Yes,No,S097,No
73,Female,ST,Kerala,Student,256135,Yes,Yes,S142,Yes
71,Male,General,Tamil Nadu,Government Employee,462581,No,No,S017,No
53,Male,ST,Andhra Pradesh,Student,362060,No,Yes,S093,Yes
73,Female,OBC,Kerala,Senior Citizen,494941,No,Yes,S145,Yes
53,Female,SC,Maharashtra,Farmer,316718,Yes,No,S040,No
21,Male,OBC,Kerala,Farmer,387457,Yes,Yes,S049,No
49,Female,General,Tamil Nadu,Senior Citizen,268228,No,Yes,S027,No
22,Male,General,Telangana,Private Employee,464023,Yes,No,S034,No
21,Female,ST,Maharashtra,Senior Citizen,368802,No,Yes,S002,Yes
61,Male,ST,Karnataka,Unemployed,197730,Yes,No,S075,Yes
51,Male,OBC,Tamil Nadu,Farmer,300594,No,Yes,S026,No
71,Female,ST,Kerala,Government Employee,490854,No,No,S089,No
79,Male,General,Telangana,Private Employee,428010,Yes,No,S052,No
33,Female,OBC,Maharashtra,Government Employee,421792,No,Yes,S061,No
56,Male,ST,Maharashtra,Unemployed,448483,Yes,No,S100,No
25,Female,SC,Telangana,Farmer,375443,Yes,No,S071,Yes
24,Female,SC,Karnataka,Senior Citizen,218913,Yes,Yes,S015,Yes
44,Male,SC,Tamil Nadu,Government Employee,196076,No,Yes,S111,Yes
59,Female,SC,Maharashtra,Private Employee,387889,Yes,Yes,S001,No
80,Female,General,Andhra Pradesh,Senior Citizen,568542,No,No,S018,No
56,Female,OBC,Andhra Pradesh,Government Employee,204926,No,No,S042,No
37,Male,OBC,Karnataka,Private Employee,432542,Yes,No,S019,No
51,Female,General,Tamil Nadu,Student,541694,No,Yes,S101,No
42,Male,ST,Kerala,Unemployed,484909,Yes,Yes,S113,No
19,Male,General,Telangana,Unemployed,579706,No,Yes,S139,No
